full_prompt,suffix,is_adversarial,algorithm,source_dataset,language
"Q:Article: In a world today of immense technology, population growth and economic flourish, planning for future residential   and commercial developments needs careful analysis with well thought through assumptions about effects on the environment and the people of the community. One example of a growing city is Wooster, Ohio, my place of residency, Wooster in the last five years has grown considerably in population, leading to a growth in commercial business. Surrounded by farmland, Wooster's planning commission chose to extend the community into these farm areas in the form of residential and commercial areas. Picture this--corn fields, old trees, clean air, country roads, and wildlife are all part of the area. Within four years, the people living on this farm step outside on their front porch to view an extensive shopping center containing Wal-Mart, McDonald's, Wendy's, TCBY, and a Cinemark movie theatre. The once quiet road is now a city street with traffic lights, busy with automobiles day and night. The air smells of car exhaust and fast food. Some destruction of farmland is unavoidable when a city expands. Instead of expanding outward, planning commissions should consider interior  _ of a city. Tearing down unusable buildings could remodel many areas inside the city. In addition, commercialized buildings could extend upwards to avoid unnecessary use of land. Environmentally, commercial expansion is harmful to the land. Besides forms of pollution, wildlife, including both plants and animals, is put at risk. A planning commission could have realized the benefits of environmental protection. Why not preserve the beauty and naturalness of the land while at the same time allowing for growth? With a steady growth of population and the need for more homes and more workplaces, many problems arise when planning for the future. The hillsides, fields and animal habitats need to be preserved while expanding cities. In the future, a world covered with concrete and asphalt could become reality. Serious research and analysis... Question: Which of the following sentences best expresses the main idea of the passage? Yes or no, is the answer ""When planning for future developments, effects on the environment should be taken into account.""?
A:",,0,normal,openorca,english
kapankah Google Talk didirikan pertama kali?,,0,normal,tydiqa,indonesian
"This text is missing some spaces, please add them: Highlightedproperties-veneto,Roomsinvilla

",,0,normal,openorca,english
Когда родился Севе́ро Очо́а де Альборно́с?,,0,normal,tydiqa,russian
奥州後三年記を記録した書物はある？,,0,normal,tydiqa,japanese
"seeds black, dull, ovate.

How would the previous sentence be correctly capitalized?",,0,normal,openorca,english
"Translate from Spanish to English:

La esperanza no se encuentra en las posesiones materiales sino en la gracia de Cristo.",,0,normal,openorca,english
カルタゴは何年間存在した？,,0,normal,tydiqa,japanese
Generate short a sentence that is linguistically acceptable,,0,normal,openorca,english
スーパーチャージャーの発祥はどこ？,,0,normal,tydiqa,japanese
"Complete the following sentence.

Donald gave Kyle some basic directions for how to get around town, because ",,0,normal,openorca,english
Write a sentence in English.,,0,normal,openorca,english
"Translate ""I had to guess where the transmitter disc was, and tanj fast!"" to Czech?",,0,normal,openorca,english
When was Bowlby born?,,0,normal,tydiqa,english
"Write an email with the following subject:

Administative Items",,0,normal,openorca,english
"Here is some data: The Waterman food English; The Waterman area riverside.

Write a sentence that describes this data:",,0,normal,openorca,english
Who rules Australia?,,0,normal,tydiqa,english
Please add spaces between words: SimilargamestoSheepPhysics,,0,normal,openorca,english
"How would one describe the sentiment of this tweet?
@WJFuoco well the fun is over and now I  starting to smoke a 20 lb tukey for tomorrow.... My b-day way too short ",,0,normal,openorca,english
"Build a movie plot around this: Who is the new temptation Dougy
Answer:",,0,normal,openorca,english
أين عاش الفارابي ؟,,0,normal,tydiqa,arabic
"Translate ""Tirana will deploy the funds, which come from privatisation of several state-run companies, in case of a financial crisis, Bode said."" to Turkish?",,0,normal,openorca,english
"Review:
walt becker 's film pushes all the demographically appropriate comic buttons . 
Is this movie review sentence negative or positive?",,0,normal,openorca,english
kapankah Senyawa LA pertama kali ditemukan?,,0,normal,tydiqa,indonesian
วีระยุทธ ดิษยะศริน  ทำอาชีพอะไร ?,,0,normal,tydiqa,thai
"Given the sentence ""A dirty boy at a playground holds up his hands with disgust."" is it true that ""There are children awake.""? Now, let's be accurate as possible. Some thinking first:",,0,normal,openorca,english
"Produce a sentence which mentions all of these concepts: beverage, fill, plate",,0,normal,openorca,english
ビル・アケムの広さは？,,0,normal,tydiqa,japanese
แม่น้ำไนล์ยาวเท่าไหร่ ?,,0,normal,tydiqa,thai
Есть памятник Ленину в Украине на март 2019?,,0,normal,tydiqa,russian
"cozy floor about famous sagrada familia.

Make this proper case",,0,normal,openorca,english
apakah nama mata uang Portugal?,,0,normal,tydiqa,indonesian
berapakah jumlah sub suku Dayak Ibanic?,,0,normal,tydiqa,indonesian
利息制限法利息制限法は憲法ですか？,,0,normal,tydiqa,japanese
"Sentence from a movie review: sitting open too long 
Was the movie seen positively or negatively based on the preceding review?",,0,normal,openorca,english
Dimana letak Banteay Kdei?,,0,normal,tydiqa,indonesian
"atidxx32dll Blue Screen of Death BSODNormally atidxx32dll missing or having false antivirus like ProgramWin32AdvdownA installed mistaken operation and atidxx32dll modified by virus may lead BSOD

Please fix the punctuation.",,0,normal,openorca,english
"Q:Process: - People dig up coal from the ground - People burn coal for heat or electricity - Pollution from the coal goes into the sky - Coal pollution enters clouds - Clouds rain over an area - The polluted rain becomes acid rain.  Question: suppose more electrostatic energy builds happens, how will it affect MORE acid rain.  How does the supposed perturbation influence the second effect mentioned. Answer by more, less or no effect
A:",,0,normal,openorca,english
"1. Together , the rebels attempted to cross the eastern bank of the Rawda Island and enter Yalbugha 's camp , but were rejected by Naphtha - artillery and arrows .
2. Together , the rebels attempted to enter the east bank of the Rawda Island and cross Yalbugha 's camp , but they were repelled by naphtha artillery and arrows .

Select your answer from the options. Are these two sentences paraphrases of each other?
Available choices: [I] no [II] yes...I think the answer is",,0,normal,openorca,english
Write a sentence in Spanish.,,0,normal,openorca,english
"Q: Which theory helps predict future events in weather?    Choices:  - expected change theory  - future weather theory  - carbon change theory  - climate change theory  A:
Answer:",,0,normal,openorca,english
"If ""A few soldiers have a discussion while onlookers stand nearby."" does that mean that ""Soldiers in a tank discuss strategy for attacking the enemy.""?
Options:
- yes
- it is not possible to tell
- no Step by step answer:",,0,normal,openorca,english
When was Virginia Tech formed?,,0,normal,tydiqa,english
When was the first volume of Monster?,,0,normal,tydiqa,english
Что добывают в Солика́мске?,,0,normal,tydiqa,russian
"On this basis, it is concluded that the imported like product still benefited from subsidies during the IP.

Translate to Czech

Czech:",,0,normal,openorca,english
berapakah luas negara pakistan ?,,0,normal,tydiqa,indonesian
"Sentence: name = The Dumpling Tree, eatType = restaurant, food = Fast food, area = city centre

Can you represent the content in this sentence in data form?",,0,normal,openorca,english
kapankah ilmu teknologi nano pertama kali ditemukan?,,0,normal,tydiqa,indonesian
Write a negative tweet.,,0,normal,openorca,english
berapakah luas wilayah laut rusia?,,0,normal,tydiqa,indonesian
Generate an approximately fifteen-word sentence that describes all this data: The Golden Curry eatType restaurant; The Golden Curry food Chinese; The Golden Curry customer rating average; The Golden Curry area riverside; The Golden Curry familyFriendly yes; The Golden Curry near Café Rouge,,0,normal,openorca,english
هل يسبب عقارالاكستاسي الإدمان؟,,0,normal,tydiqa,arabic
What countries did the Potato Famine effect?,,0,normal,tydiqa,english
What rank did the Chicago Bulls get this year?,,0,normal,tydiqa,english
Когда родился Стефа́н Ламбье́ль?,,0,normal,tydiqa,russian
"How old is Bath, England?",,0,normal,tydiqa,english
"Generate a correctly punctuated version of the following text:  Distribution and coordination of materials and organization of documentation archive

",,0,normal,openorca,english
When did David Conner Treen Sr. become an attorney?,,0,normal,tydiqa,english
apakah warna organ hati pada manusia yang sehat?,,0,normal,tydiqa,indonesian
"Review:
drama , conflict , tears and surprise 
Is this movie review sentence negative or positive?
Select from the following. [-] negative; [-] positive;
The answer is:",,0,normal,openorca,english
Berapa lama dinasti Joseon berkuasa di Korea ?,,0,normal,tydiqa,indonesian
"What is the sentiment of the following movie review sentence?
poetic , ",,0,normal,openorca,english
"Identify the most salient words in this sentence:

coach raises a smile during training ahead of their match against uk constituent country",,0,normal,openorca,english
"Translate the following sentence to German:
Then, at the hospital and get drugs may compress paste bandage with adhesive strength not strong enough, you may be big on this tape than compress.",,0,normal,openorca,english
"Translate ""How the Chinese are defying the Tiananmen censors - IFEX"" to Spanish.",,0,normal,openorca,english
How many words does Portuguese share with French?,,0,normal,tydiqa,english
小マゼラン雲の名称の由来は何,,0,normal,tydiqa,japanese
"How many losses did Abe ""The Newsboy"" Hollandersky have?",,0,normal,tydiqa,english
Apa pendidikan tertinggi David Kaufman?,,0,normal,tydiqa,indonesian
"Possible review types:
Select from: (i) negative. (ii) positive..
Generate a (ii) review for a place",,0,normal,openorca,english
siapakah orang tua  Filipus II ?,,0,normal,tydiqa,indonesian
接着剤の起源はいつ,,0,normal,tydiqa,japanese
"Во время правления кого был расцвет профессии ""кайна""?",,0,normal,tydiqa,russian
"Write a II. yelp review (Available choices:
I. negative;
II. positive;).",,0,normal,openorca,english
Какая пьеса поставлена на основе «Эпического театра»?,,0,normal,tydiqa,russian
darimanakah asal kata Stroganov ?,,0,normal,tydiqa,indonesian
Remove the spaces from the following sentence: B) Thinline profile with separating profile horizontally or vertically installed.,,0,normal,openorca,english
How did Jean Michel Rollin Roth Le Gentil die?,,0,normal,tydiqa,english
How heavy is olive oil?,,0,normal,tydiqa,english
"How is ""Lajcak announces steps to strengthen BiH institutions"" said in Romanian?",,0,normal,openorca,english
"""perversity ""
How would the sentiment of this sentence be perceived?",,0,normal,openorca,english
Kapan Roket V-2 dibuat ?,,0,normal,tydiqa,indonesian
Berapakah anak Manuel I?,,0,normal,tydiqa,indonesian
ما هو الانهمار النيزيكي؟,,0,normal,tydiqa,arabic
Проходит через Национальный парк Банф железная дорога?,,0,normal,tydiqa,russian
梵 英心のＮＰＢ時代の主な守備位置は？,,0,normal,tydiqa,japanese
Please add spaces between words: 3211Medicalimagingandtherapeuticequipmenttechnicians,,0,normal,openorca,english
هل للقنب قابلية امتصاص جيدة؟,,0,normal,tydiqa,arabic
"Would a linguist find the following sentence to be a valid English sentence grammatically?

That stone has a hole in the tarpaulin which it is holding down.
pick from the following. (I). unacceptable (II). acceptable",,0,normal,openorca,english
Dimana Sun Li-jen lahir?,,0,normal,tydiqa,indonesian
How large is the Caraga Administrative Region?,,0,normal,tydiqa,english
Siapa yang memimpin Ekspedisi Chitral ?,,0,normal,tydiqa,indonesian
Please capitalize where necessary: resources currently sorted by:title (a to z),,0,normal,openorca,english
"Write an email with the subject line ""KC $"".",,0,normal,openorca,english
What is the best way to: rags,,0,normal,openorca,english
"Is get used to mean the same thing in the next two sentences?

You can not get water out of a stone.

We'll get them!",,0,normal,openorca,english
Kapan Operasi Blackcock berlangsung ?,,0,normal,tydiqa,indonesian
berapakah jumlah album Band Element?,,0,normal,tydiqa,indonesian
Kapan Televisi berwarna muncul ?,,0,normal,tydiqa,indonesian
Была в Древнем Риме система канализаций?,,0,normal,tydiqa,russian
ada berapakah jenis sepeda didunia?,,0,normal,tydiqa,indonesian
"Q:Build a movie plot around this: Who is Christine saved from in her apartment? Jericho and Chicago
A:",,0,normal,openorca,english
『白氏文集』が日本に伝わって来たのはいつ,,0,normal,tydiqa,japanese
"Generate a correctly punctuated version of the following text: Windows window shutters conservatories and doors

",,0,normal,openorca,english
What rank in the aristocracy is one higher than a Baron?,,0,normal,tydiqa,english
ประเทศลาวนับถือศาสนาใดเป็นหลัก ?,,0,normal,tydiqa,thai
Когда родился Га́ри Джеймс Кэ́хилл?,,0,normal,tydiqa,russian
Write a sentence not in English.,,0,normal,openorca,english
Kapan Indonesian Idol pertama kali dimulai ?,,0,normal,tydiqa,indonesian
ルッキズムの概念を提唱し始めたのは誰,,0,normal,tydiqa,japanese
"Read the following article and answer the question.

Busy weekends are fun , but then whoosh , it 's Monday ! Yesterday we picked up Coral from Grampy and Grammy 's , and met Grampy , two of his Sunday morning walking buddies , Grampa , Uncle Steve and Aunt Pam for breakfast . We go to Alia 's a lot for breakfast , and the ladies who work there have so much fun wih Coral !

What may happen before picking up Coral from Grampy and Grammy 's house ?",,0,normal,openorca,english
アッパー半島に空港はある？,,0,normal,tydiqa,japanese
"Attributes: name = The Twenty Two, food = Italian, area = city centre, familyFriendly = no. Produce a detailed sentence about this restaurant.",,0,normal,openorca,english
"In this task, you will be given a short story. One sentence from the story is chosen. Consider the events that happen before that sentence, or are likely to have happened before it. Does any of them directly cause it, or simply make it possible? You should write your answer in the form "" A >causes/enables> B"". Try to use phrases and sentences from the story to compose your answer when possible.

story: Bob was fixing a light bulb. It took a long time. He just couldn't reach it. Alex gave him a ladder. After that Bob changed the bulb and was happy.
 selected sentence: After that Bob changed the bulb and was happy.",,0,normal,openorca,english
"Q:Who did jason segel date?
A:",,0,normal,openorca,english
"Is the sentiment of the following sentence positive or negative?
the first half of his movie generates by orchestrating a finale that is impenetrable and dull ",,0,normal,openorca,english
Answer the question...who plays jane doe in grey's anatomy season 3??,,0,normal,openorca,english
kapankah Jabir Ibn Hayyan dilahirkan?,,0,normal,tydiqa,indonesian
"Write a (2). tweet. Possible tweet types: Possible answers:
(1). negative
(2). positive",,0,normal,openorca,english
ما هي داحس و الغبراء ؟,,0,normal,tydiqa,arabic
"(Optional) The following information about the producer(s):

Make this lower case",,0,normal,openorca,english
Microsoft Exchange Serverは優良ソフト？,,0,normal,tydiqa,japanese
"Given the following reasoning and answer, what was the question? The Salzburg Festival is a musical and drama festival.
 The answer: no",,0,normal,openorca,english
Ada berapakah serial Star Wars?,,0,normal,tydiqa,indonesian
"How does the sentence end?

Angela was filling out a report for Elena for ",,0,normal,openorca,english
berapakah luas kabupaten Parakanmuncang?,,0,normal,tydiqa,indonesian
β-グルカンは最初何から発見された？,,0,normal,tydiqa,japanese
"Translate to Czech:

Kill!",,0,normal,openorca,english
siapakah karakter utama dalam permainan Super Contra?,,0,normal,tydiqa,indonesian
Kapan Peristiwa Woyla terjadi ?,,0,normal,tydiqa,indonesian
dimanakah letak Pura Pancering Jagat Terunyan?,,0,normal,tydiqa,indonesian
"Generate an approximately fifteen-word sentence that describes all this data: Al Kharaitiyat SC, manager, Amar Osim.
Sentence:",,0,normal,openorca,english
berapakah korban Kampanye Guadalkanal?,,0,normal,tydiqa,indonesian
"What was released first, Bang! or American Megafauna?
A:",,0,normal,openorca,english
Siapa orangtua Max Horkheimer?,,0,normal,tydiqa,indonesian
"сталь; кварцевые; Место стоянки: Германия, Mutterstadt; RADO Armbandchronograph Serie Diastar, kratzfestes Gehäuse inkl.

Which language is this?",,0,normal,openorca,english
Apa warna Ular bangkai laut ?,,0,normal,tydiqa,indonesian
Generate an approximately fifteen-word sentence that describes all this data: The Phoenix food Indian; The Phoenix priceRange moderate; The Phoenix customer rating 3 out of 5; The Phoenix area riverside,,0,normal,openorca,english
Write a brief sentence.,,0,normal,openorca,english
世界初の電車の車体の素材は？,,0,normal,tydiqa,japanese
Write a negative yelp review.,,0,normal,openorca,english
umur berapakah saat Galenus meninggal?,,0,normal,tydiqa,indonesian
Dari kerajaan apakah Adipati Kalisz  berasal ?,,0,normal,tydiqa,indonesian
Kapankah Hassan Al-Hudaibi lahir ?,,0,normal,tydiqa,indonesian
Apakah rumus kimia Pewarna indigo?,,0,normal,tydiqa,indonesian
How many characters are in Bloom County?,,0,normal,tydiqa,english
Kapankah Toyota Motor Corporation berdiri ?,,0,normal,tydiqa,indonesian
"Build a movie plot around this: Who was possessed by a demon? Anna.
Answer:",,0,normal,openorca,english
How many characters did All My Children have?,,0,normal,tydiqa,english
من هو هرتزل؟,,0,normal,tydiqa,arabic
"The bird is young and still nesting, what is it likely to do soon?
Options:
- spread wings
- learn to fly
- squawk
- swim
- attempt to fly
Let's think carefully first. Step-by-step reasoning process:",,0,normal,openorca,english
"Dr. Benjamin Stone is a hotshot young surgeon who longs to leave the drudgery of a Washington , D.C. emergency room and finally leaps at his chance at more money and less death as a plastic surgeon in Beverly Hills .  On his last day , Ben's relationship with his co-workers is presumed to be anything but a warm one .  None of his colleagues will join him for a drink and a cake in his honor has an iced portion of the phrase `` Good riddance , asshole '' sliced out .  Ben's cross-country drive in a 1956 Porsche 356 Speedster is interrupted when he crashes in the rural hamlet of Grady , South Carolina .  The crash damages the fence of local Judge Evans , who sentences him to community service at a nearby hospital .  Ben offers to pay for the fence , but the stern judge increases his community service each time he talks back .  Defeated , he reports to the hospital , where Nurse Packer humbles him by ordering him to clock in and out , as would a factory worker .  Though upset , Ben quickly makes friends with Mayor Nick Nicholson , the town cafe's proprietor/head waitress , and Melvin , the local mechanic tasked with repairing Ben's car .  Ben soon finds his clinic work to be much more laid-back than the emergency room .  He has simple cases such as spots before the eyes , fishing hook impalings , and even reading mail for a young illiterate couple , whose baby he later delivers .  The experience also humbles Ben when he mistreats a case of mitral valve regurgitation leading to late cyanosis in the child . 
Do you have any questions?",,0,normal,openorca,english
Who plays Bones?,,0,normal,tydiqa,english
Apakah serai boleh dijadikan minuman?,,0,normal,tydiqa,indonesian
"Produce a sentence which mentions all of these concepts: light, track, tunnel",,0,normal,openorca,english
"How is ""Woke me up."" said in Czech?",,0,normal,openorca,english
ローレンス・ハモンドの出身はどこ,,0,normal,tydiqa,japanese
ルイ13世の出身はどこ,,0,normal,tydiqa,japanese
Explicit Data Graph Executionはいつ開発された,,0,normal,tydiqa,japanese
Berapa lama Sigismond menjabat menjadi Raja ?,,0,normal,tydiqa,indonesian
"Translate the following sentence to French:
The issues at hand are dealt with under Article 10, letter g).

",,0,normal,openorca,english
"I had to go somewhere involuntarily is the same as?
Options:
- arriving
- might drive car
- drive
- stumbling down
- get somewhere Hmmm, let me think.",,0,normal,openorca,english
วีระยุทธ ดิษยะศริน  ทำอาชีพอะไร ?,,0,normal,tydiqa,thai
Answer the question...who does the voice of rallo on cleveland show??,,0,normal,openorca,english
Berapa jumlah musisi band Boys Like Girls?,,0,normal,tydiqa,indonesian
"I have denounced the way in which the chickens are slaughtered using electric stunning techniques.

Translate to Finnish",,0,normal,openorca,english
"Translate to Romanian:

Do you reject this same idea for European coal?",,0,normal,openorca,english
"Are both Papa Roach and Portugal. The Man from the same US state ?
Answer:",,0,normal,openorca,english
"How would one describe the sentiment of this tweet?
@thelemic simon's lying, he beta'd too. for me. ",,0,normal,openorca,english
"Сколько ""Оскаров"" у Микки Мауса?",,0,normal,tydiqa,russian
What was the first available home alarm system?,,0,normal,tydiqa,english
칼 14세 요한은 언제 사망하였는가?,,0,normal,tydiqa,korean
Кто был создателем 47-мм мобильной противотанковой пушка Типа 1?,,0,normal,tydiqa,russian
Write a negative movie review.,,0,normal,openorca,english
-Toda la información identificable de peron no serán traspasada 3. Partido. How do you say this sentence in English?,,0,normal,openorca,english
Write a question you would see in a school textbook.,,0,normal,openorca,english
Kapan Meliana Cessy Goeslaw menikah?,,0,normal,tydiqa,indonesian
What age does gender identity develop?,,0,normal,tydiqa,english
俳句は詩？,,0,normal,tydiqa,japanese
kapankah Boven Digoel didirikan?,,0,normal,tydiqa,indonesian
"Translate ""30/10/2014 After fifteen closed consecutive trimesters with a net loss Hanjin Shipping is returned to the positive sign"" to Spanish.",,0,normal,openorca,english
kapankah plato meninggal?,,0,normal,tydiqa,indonesian
How many does it take to man a Barnegat-class seaplane?,,0,normal,tydiqa,english
Когда был принят закон Базальи?,,0,normal,tydiqa,russian
アポン・タインはヒルフォート？,,0,normal,tydiqa,japanese
What percentage of Ireland is Catholic?,,0,normal,tydiqa,english
Berapakah luas Jerman Barat?,,0,normal,tydiqa,indonesian
Write a short summary for this text: a chinese state development planning commission official has attributed china 's booming economy largely to the fast growing high technology industry .,,0,normal,openorca,english
kapankah teori bilangan ditemukan?,,0,normal,tydiqa,indonesian
"Denny asked: Given the sentence ""A muscular man in a black wife-beater and sweatpants is smoking a cigarette and giving a stern look."" is it true that ""The man looks very cheerful in his brightly colored shorts and shirt.""?.
Le: OK, so how can I answer with some explanation?
",,0,normal,openorca,english
"This text is missing some spaces, please add them: Lubricationoilforlabellingmachinesandsimilarindustrialandmarineapplicationwherewateringressisarecurrentproblem

",,0,normal,openorca,english
"Q: Q: Is an acid lower or higher than 7 on the ph scale?   A:

Pick from: i. exactly 7; ii. higher than 7; iii. twice as much as 7; iv. lower than 7;
The answer is:",,0,normal,openorca,english
Против какой армии была Опера́ция «Нева́-2»?,,0,normal,tydiqa,russian
Когда впервые был использован термин По́яс астеро́идов?,,0,normal,tydiqa,russian
Ask a question about Norfolk Island.,,0,normal,openorca,english
"Build a movie plot around this: What is Mitch Martin occupancy? A attorney
Answer:",,0,normal,openorca,english
Когда было основано Пржева́льское?,,0,normal,tydiqa,russian
When was NHK founded in Japan?,,0,normal,tydiqa,english
Who won the last IZOD championship?,,0,normal,tydiqa,english
"How is ""Do you trust the origin of packages?"" said in Czech?",,0,normal,openorca,english
What age does someone have their first communion?,,0,normal,tydiqa,english
Kapan Gaya London dapat terjadi?,,0,normal,tydiqa,indonesian
kapankah Kepler-10 ditemukan?,,0,normal,tydiqa,indonesian
Write a negative tweet.,,0,normal,openorca,english
Кем была создана игра Fallout 3?,,0,normal,tydiqa,russian
Generate short a sentence that is linguistically acceptable,,0,normal,openorca,english
津軽丸に最大何人乗れる？,,0,normal,tydiqa,japanese
When did tunnel warfare start?,,0,normal,tydiqa,english
"In any case , witness the offensive language for yourself at about 4:30 in the following clip . Update : The original poster now thinks McCain is saying "" Course not . "" Who am I to decide such things . Listen for yourself .

What may happen after someone reads what the speaker is saying ?",,0,normal,openorca,english
エジプトの聖マリアはキリストの母親？,,0,normal,tydiqa,japanese
"Build a movie plot around this: Who is Justin Quayle married to? Tessa.
Answer:",,0,normal,openorca,english
"Write a ""i."" movie review (Possible answers: i. negative ii. positive).",,0,normal,openorca,english
"Write a sentence based on ""last piece of intrepid museum a concorde jetliner heads for temporary home""",,0,normal,openorca,english
"Nearest airport Quito mariscal airport 15 km

Add punctuation.",,0,normal,openorca,english
Dimana letak gua-gua Niah?,,0,normal,tydiqa,indonesian
ada berapakah jenis Perilaku konsumen ?,,0,normal,tydiqa,indonesian
Apa genre novel The Prestige?,,0,normal,tydiqa,indonesian
"Is the question ""What condiment do the Dutch dip their French fries in ?"" asking about an entity, an abbreviation, a description, a human, a location, or a numeric entity?",,0,normal,openorca,english
Ada berapa jenis Playstation ?,,0,normal,tydiqa,indonesian
What is pluralistic ignorance?,,0,normal,tydiqa,english
dimanakah pusat ordo Karmel?,,0,normal,tydiqa,indonesian
"Q:Build a movie plot around this: What is the name of Reese's fiance? Caroline
A:",,0,normal,openorca,english
타원기하학은 무엇인가?,,0,normal,tydiqa,korean
Where was Latin spoken?,,0,normal,tydiqa,english
apakah Daspletosaurus karnivora?,,0,normal,tydiqa,indonesian
"Professional data management provides order for your data and delivers exact and understandable evaluations.

Translate to German

German:",,0,normal,openorca,english
How do you do this: get pet home,,0,normal,openorca,english
من هم الفينيقيون ؟,,0,normal,tydiqa,arabic
Apakah Christopher Priest pernah menerima penghargaan sebagai penulis ?,,0,normal,tydiqa,indonesian
Apa suku asli masyarakat Medan ?,,0,normal,tydiqa,indonesian
Чем закончилось «Боло́тное де́ло»?,,0,normal,tydiqa,russian
ซามูไร เริ่มมีตั้งแต่ในยุคสมัยใด?,,0,normal,tydiqa,thai
"""You too!

Translate to Czech

Czech:",,0,normal,openorca,english
アイルランド神話は神が複数いる？,,0,normal,tydiqa,japanese
"Q: Given a question, generate a paraphrase of that question wihout changing the meaning of it. Your answer should reword the given sentence, but not add information to it or remove information from it. The answer to your question should be the same as the answer to the original question.
Question: what date did albert namatjira die?
A:",,0,normal,openorca,english
"Кто первым испонил песню ""Сулико""?",,0,normal,tydiqa,russian
Когда родился Джордж Буш старший ?,,0,normal,tydiqa,russian
Is gaelic still spoken?,,0,normal,tydiqa,english
"Please answer the following question: Who directed beretta's island starring Franco Columbu?
Answer:",,0,normal,openorca,english
Apa nama kompetitor konami ?,,0,normal,tydiqa,indonesian
Who first identified oxygen?,,0,normal,tydiqa,english
"How is ""Flexibility is important, and the bottom line is that, no matter how good these directives may be, and no matter how much we agree to their enactment, they will yield nothing if - as has become almost a recurrent theme in this Parliament - there are no subsequent controls and if they are not properly implemented."" said in Finnish?",,0,normal,openorca,english
新歩行者主義は団体名？,,0,normal,tydiqa,japanese
apakah Festival Dōngzhì masih dilakukan?,,0,normal,tydiqa,indonesian
"Is the sentiment of the following sentence positive or negative?
slick and manufactured to claim street credibility . ",,0,normal,openorca,english
"Combine facts and answer this: Who was born first, Renen Schorr or Michael Schultz?
",,0,normal,openorca,english
Who led the British fleet that first landed in Australia?,,0,normal,tydiqa,english
"Translate ""The valve is a direct hydraulically-controlled non-return valve that functions on seat-and-cone principle."" to Spanish.",,0,normal,openorca,english
Can DNA be created?,,0,normal,tydiqa,english
من هو يوري غاغارين؟,,0,normal,tydiqa,arabic
"Options are: (I) Michael wanted some beautiful body art. (II) Leslie wanted some beautiful body art.
Complete the following sentence.

Michael went to Leslie to get a new tattoo , because 

",,0,normal,openorca,english
Where was Melissa Gaboriau Auf der Maur born?,,0,normal,tydiqa,english
Кто построил Маршалси?,,0,normal,tydiqa,russian
"Produce a sentence which mentions all of these concepts: art, room, way",,0,normal,openorca,english
Когда родился Джон Ньютон?,,0,normal,tydiqa,russian
Generate a sentence about this data: The Mill eatType pub; The Mill food French; The Mill priceRange moderate; The Mill area city centre,,0,normal,openorca,english
What language is Guzaarish in?,,0,normal,tydiqa,english
Write a sentence not in English.,,0,normal,openorca,english
"53 segundos antes - United States of America , Mujer , Secretary at Ton-Gari.Elec How do you say this sentence in English?",,0,normal,openorca,english
"How is ""• Lesions and surrounding skin may feel warm to touch"" said in French?",,0,normal,openorca,english
Siapa pendiri Astra International?,,0,normal,tydiqa,indonesian
"Translate ""Portacapsule Torre compatible con el sistema Bialetti Mokespresso"" from Spanish to English.",,0,normal,openorca,english
What sin does the Yellow Lantern personify?,,0,normal,tydiqa,english
"Briefly summarize this sentence: top u.s. military leaders have presented defense secretary robert gates with their strategy for future force levels in iraq , including expected recommendations for a pause in troop cuts for as much as six weeks at midyear .",,0,normal,openorca,english
Когда был построен собор Дуомо во Флореции?,,0,normal,tydiqa,russian
"Continue the following story.

His alarm was a lot worse than the radio, because the ",,0,normal,openorca,english
Write a sentence not in English.,,0,normal,openorca,english
Ada berapa menu utama dalam mixer?,,0,normal,tydiqa,indonesian
"Objective: preparing the cookies

Which of the following solutions is more sound in terms of naive physics reasoning?",,0,normal,openorca,english
Add punctuation: Most of the available sealants will cure small holes Tank Cure is a proven solution,,0,normal,openorca,english
"Answer the following question: I am verifying the answers generated by an automatic system to the following question: what does (sic) mean? Suggested answer: Sic, Cluj , a commune in Romania Should I validate this answer?
Answer:",,0,normal,openorca,english
How many episodes did Haven have?,,0,normal,tydiqa,english
How large is the Tashkurgan county in China?,,0,normal,tydiqa,english
"Add spaces between the words in the following text: vintage,group,french,hairy",,0,normal,openorca,english
"Write a ""negative"" movie review (Options:
- negative
- positive).",,0,normal,openorca,english
中島町は被爆した？,,0,normal,tydiqa,japanese
"Please answer the following question: To prevent any glare during the big football game he made sure to clean the dust of his what? - television - attic - corner - they cannot clean corner and library during football match they cannot need that - ground  The best answer is
A:",,0,normal,openorca,english
When did Ruth Laredo die?,,0,normal,tydiqa,english
"Did Jack Dempsey have most title fight wins in either of his weight classes? Think carefully first, then make a decision:",,0,normal,openorca,english
"Please answer the following question: Build a movie plot around this: What country is the organized crime group from? Russia
A:",,0,normal,openorca,english
Kapankah sepeda motor pertama kali ditemukan ?,,0,normal,tydiqa,indonesian
How do you do this: sand paper,,0,normal,openorca,english
"definition the quantity used for price comparison with other items
Repeat this setence, but with the correct capitalization.",,0,normal,openorca,english
Generate a tweet that has the following sentiment: positive,,0,normal,openorca,english
